Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
42,Yes,24,22,10,2.3,2.9
94,Yes,92,72,37,7.8,8.7
69,Yes,79,66,37,7.7,8.3
78,Yes,66,69,31,7.1,6.9
66,Yes,63,60,29,6.3,6.9
84,Yes,61,68,33,6.7,7.0
70,No,78,65,35,7.3,7.0
73,No,87,67,43,7.8,8.0
79,Yes,63,66,32,6.5,6.9
61,Yes,67,68,32,6.8,7.5
64,Yes,86,63,36,7.3,7.6
87,Yes,87,73,37,8.5,8.9
77,Yes,60,66,30,6.1,6.5
95,Yes,69,67,29,6.3,7.3
88,Yes,93,66,39,7.9,8.5
60,No,23,22,15,2.1,2.9
85,No,58,67,29,6.2,5.8
64,No,69,67,35,6.9,6.9
91,Yes,99,70,40,8.2,8.9
44,No,36,21,18,2.5,2.7
81,Yes,86,68,34,7.9,7.8
87,Yes,55,67,33,5.8,6.7
69,No,92,63,34,7.4,7.5
78,No,80,70,41,7.5,7.6
94,No,59,71,37,6.9,6.7
46,Yes,26,44,18,3.6,3.7
71,No,54,64,26,6.1,6.3
40,No,29,37,15,3.3,3.6
88,Yes,87,70,35,8.2,8.8
75,Yes,75,65,38,7.0,8.1
97,Yes,73,68,35,6.7,7.4
64,Yes,73,65,31,7.1,7.8
58,No,24,29,17,3.1,3.5
88,Yes,68,69,29,6.7,7.0
69,No,56,63,32,6.2,5.8
59,No,28,33,17,3.2,3.1
49,Yes,24,24,14,2.5,3.2
53,Yes,22,37,11,2.9,3.2
65,Yes,74,66,31,7.0,7.6
97,Yes,94,73,39,8.6,9.1
82,Yes,71,72,34,7.2,7.4
92,Yes,76,68,34,7.5,7.8
73,No,58,62,32,5.9,6.2
40,No,30,30,10,3.0,3.2
80,No,75,62,37,6.7,7.1
98,No,68,72,38,6.8,7.7
90,No,52,67,34,6.0,6.0
89,Yes,70,68,35,7.1,8.0
62,Yes,91,65,34,8.2,8.1
43,No,44,40,16,4.6,4.6
46,No,21,28,13,2.6,2.4
97,Yes,56,68,30,5.8,6.4
70,Yes,84,65,39,7.5,7.6
71,Yes,90,67,42,8.2,8.3
76,Yes,52,67,31,5.7,6.8
70,Yes,94,67,42,8.5,8.3
65,Yes,81,68,36,7.2,7.6
94,No,76,72,39,7.6,7.7
82,No,63,65,28,6.2,6.8
51,No,27,21,10,2.3,2.6
93,Yes,97,70,45,8.4,9.2
71,Yes,96,67,36,8.5,8.7
50,Yes,26,40,17,3.1,3.4
63,No,79,63,39,7.0,7.6
97,Yes,61,68,29,6.2,7.0
76,Yes,98,69,40,8.2,8.3
76,Yes,88,66,41,7.4,7.9
72,Yes,69,64,34,6.8,7.6
78,Yes,91,69,37,8.0,8.4
70,No,61,62,26,5.8,6.3
48,Yes,36,25,16,2.9,4.0
53,Yes,29,33,11,3.0,3.4
93,Yes,78,72,39,7.5,7.9
72,No,78,66,37,6.8,6.7
79,Yes,79,70,33,7.9,8.1
95,No,56,67,28,6.4,6.8
62,Yes,67,65,31,7.1,6.7
58,Yes,33,22,11,2.4,3.1
69,Yes,62,62,26,5.9,6.5
87,Yes,75,68,36,6.7,7.1
53,No,43,36,17,3.5,4.0
82,No,97,72,37,8.3,8.3
94,No,62,65,29,6.2,6.1
64,Yes,72,63,35,6.5,7.2
74,Yes,99,68,44,8.1,8.4
82,No,59,62,33,6.1,5.8
92,Yes,89,69,42,7.8,8.6
44,No,40,24,19,2.7,2.8
92,No,93,74,37,8.5,8.2
76,Yes,74,70,32,7.2,7.2
68,Yes,99,65,36,8.4,8.8
90,No,59,70,35,6.6,6.6
64,Yes,84,59,34,6.8,7.4
52,Yes,44,31,14,3.9,4.1
63,Yes,86,64,37,7.7,7.9
74,Yes,55,63,32,6.3,6.5
84,No,64,67,36,6.3,6.5
82,Yes,67,65,31,6.7,6.7
76,No,66,67,31,6.9,7.0
77,No,84,73,43,7.4,7.3
69,Yes,53,64,31,5.6,6.4
78,No,87,65,42,7.2,8.0
98,Yes,76,72,38,7.2,7.7
94,No,59,72,36,6.6,7.2
66,No,61,66,35,6.1,6.5
61,Yes,55,62,24,5.9,6.1
97,No,73,68,31,6.6,7.3
81,Yes,80,67,38,7.7,8.2
82,No,79,69,37,7.2,6.9
91,No,98,67,44,8.3,8.6
73,No,65,63,34,6.0,6.0
48,Yes,23,42,19,3.5,3.8
99,No,86,71,43,8.3,7.8
87,No,53,70,27,5.9,6.5
66,Yes,97,68,39,8.7,9.2
44,Yes,20,22,6,1.9,2.1
68,Yes,70,68,31,6.7,7.3
91,Yes,71,69,32,6.8,7.3
72,Yes,91,62,35,7.3,7.8
61,Yes,75,62,35,7.0,7.4
98,No,90,72,35,8.5,8.3
67,No,52,64,30,5.5,5.6
60,No,63,58,25,6.0,5.5
69,No,55,66,28,5.9,5.7
51,Yes,23,32,10,2.4,3.3
77,Yes,93,68,43,8.0,8.5
97,No,78,69,35,7.8,7.9
95,No,76,71,33,7.2,7.6
78,Yes,68,71,30,7.0,7.2
76,Yes,53,67,28,5.9,6.0
49,Yes,33,27,12,3.1,3.7
70,Yes,79,64,39,7.2,7.7
62,Yes,97,62,35,8.0,8.1
98,No,72,70,32,7.0,6.9
67,No,70,63,33,7.0,6.9
68,Yes,99,66,43,8.1,8.4
79,Yes,57,65,33,5.7,6.5
80,No,63,69,36,6.3,6.7
61,Yes,74,63,32,6.9,6.8
66,No,76,64,33,6.6,6.8
75,Yes,77,66,34,7.3,7.7
87,Yes,61,67,30,6.3,7.3
69,Yes,96,66,38,7.8,7.9
77,No,85,65,39,7.2,7.9
82,Yes,63,72,38,7.2,7.8
60,Yes,28,31,13,2.6,3.0
41,Yes,34,37,16,3.3,4.2
65,No,69,64,34,7.1,7.0
80,No,78,72,37,7.1,7.6
90,Yes,56,65,32,6.1,6.5
64,Yes,63,62,29,5.8,6.5
77,No,71,67,33,7.0,7.3
61,No,83,64,36,7.7,7.3
61,No,64,63,28,6.4,6.6
79,No,98,72,42,8.0,8.2
55,No,36,44,19,4.0,3.6
94,Yes,89,70,44,8.2,8.5
84,Yes,68,66,28,6.5,7.5
78,No,92,70,36,8.4,8.4
76,Yes,96,67,35,8.3,8.8
80,Yes,59,64,33,6.1,6.8
62,No,75,67,30,7.1,6.4
96,Yes,58,72,37,6.9,7.6
100,No,85,72,37,7.4,8.1
67,Yes,92,68,41,8.1,8.9
51,Yes,20,41,18,3.4,3.8
66,Yes,70,66,36,6.7,7.1
86,No,60,68,33,6.4,7.0
86,No,65,66,36,6.4,6.8
94,Yes,66,70,33,6.9,7.2
40,Yes,21,41,17,2.7,3.5
78,Yes,65,62,36,6.7,7.2
85,Yes,95,69,36,7.8,8.0
88,Yes,66,69,34,6.5,6.9
58,Yes,35,24,18,2.8,3.9
46,No,43,37,16,3.7,3.4
86,No,98,71,39,8.4,8.6
82,Yes,88,64,33,7.4,7.8
86,No,60,67,33,6.7,6.3
85,Yes,88,68,40,8.2,8.6
89,Yes,88,67,40,8.2,8.7
86,No,98,68,43,7.9,8.2
81,Yes,95,69,38,7.7,8.9
52,Yes,24,43,18,3.4,3.6
78,Yes,73,68,38,6.7,7.9
70,No,85,65,36,7.8,7.9
60,No,33,29,17,2.8,2.9
82,Yes,54,65,32,5.6,6.2
84,No,68,72,38,6.6,7.3
99,Yes,75,67,33,7.4,7.3
74,No,71,69,38,6.8,7.1
76,No,73,67,38,6.6,6.9
68,Yes,68,64,34,6.9,7.7
63,No,99,62,43,8.1,7.7
91,No,90,71,41,7.9,8.6
70,No,87,70,41,8.2,7.8
58,No,42,21,20,3.3,3.5
88,Yes,94,69,44,8.5,8.9
79,Yes,55,65,32,5.9,7.0
95,Yes,57,73,34,6.1,7.5
44,Yes,26,22,13,2.2,2.8
71,Yes,78,64,40,6.9,7.3
96,Yes,58,70,35,6.3,7.5
94,Yes,97,70,38,8.5,8.8
67,No,99,64,41,7.7,7.8
61,No,94,64,41,7.5,7.8
64,Yes,62,66,27,6.0,6.9
71,Yes,64,66,36,6.0,7.1
53,Yes,20,28,11,2.7,2.8
82,No,79,69,37,7.9,7.4
55,Yes,36,44,19,4.1,4.2
96,No,98,73,47,8.8,8.5
78,No,96,66,43,8.6,7.9
73,No,54,67,34,6.3,5.9
98,Yes,88,75,37,8.0,8.1
94,Yes,94,73,41,8.4,8.4
54,No,44,40,16,4.0,4.5
80,Yes,61,65,26,6.0,6.7
58,Yes,36,29,14,2.8,3.8
67,Yes,55,63,26,5.9,6.1
83,Yes,97,68,40,7.8,8.2
99,No,58,72,31,6.9,6.4
72,Yes,73,67,31,7.5,7.8
92,No,99,71,37,8.5,8.3
80,No,99,67,45,8.3,7.9
62,Yes,89,66,37,7.8,8.0
91,No,92,72,38,8.6,7.8
67,No,98,64,37,8.3,7.6
59,No,43,26,20,3.5,3.3
54,No,42,34,16,4.0,4.2
98,Yes,87,74,39,8.0,9.0
72,Yes,80,65,31,6.9,7.1
69,Yes,75,63,38,7.1,8.0
65,Yes,94,65,37,8.2,7.9
98,Yes,87,70,41,7.9,8.3
56,Yes,26,21,11,2.7,2.8
90,Yes,55,66,30,6.5,6.9
80,Yes,79,69,38,7.4,8.1
79,Yes,66,67,30,6.2,6.8
64,Yes,76,64,33,6.6,7.4
82,No,81,67,36,7.2,6.9
70,Yes,92,67,37,7.8,8.7
99,No,52,70,27,5.7,6.5
92,No,58,71,33,6.9,6.3
51,Yes,43,32,23,4.1,4.4
42,No,37,23,15,2.6,2.9
91,No,53,70,33,6.3,6.2
65,Yes,67,64,34,6.3,7.3
68,Yes,50,67,27,5.9,6.5
44,No,38,40,17,3.9,3.4
82,Yes,84,65,33,7.6,8.4
91,Yes,78,70,37,7.6,7.9
73,No,85,67,35,7.3,7.0
63,No,77,60,36,7.1,6.6
79,No,62,64,32,6.6,6.9
90,No,88,65,43,7.4,7.4
60,No,24,43,13,3.2,3.5
69,Yes,93,67,42,8.2,8.2
98,Yes,98,71,42,8.8,9.1
49,No,26,42,15,3.8,3.8
100,Yes,53,70,31,6.1,7.2
41,Yes,38,39,22,3.9,4.5
56,Yes,24,40,12,3.3,3.4
68,Yes,53,64,25,6.1,6.6
74,Yes,66,63,35,6.1,7.1
45,No,29,33,11,3.0,2.8
98,No,98,66,41,8.2,8.2
92,Yes,66,69,36,6.8,7.0
89,No,53,69,29,5.7,6.3
67,No,97,69,44,8.5,8.1
96,Yes,80,72,36,7.7,8.6
93,Yes,52,65,25,5.6,6.4
67,Yes,92,63,35,7.3,7.9
45,No,27,32,15,3.0,3.1
71,Yes,90,69,42,7.5,8.6
63,Yes,80,64,34,6.9,7.8
46,Yes,26,24,7,2.1,2.5
86,No,88,72,35,8.4,7.8
64,No,73,62,35,6.3,6.9
73,Yes,82,66,37,7.2,7.7
100,No,93,65,36,7.8,8.4
87,Yes,63,69,34,7.1,7.9
89,No,68,65,30,7.1,7.3
69,Yes,100,67,44,8.3,9.1
63,Yes,75,63,38,7.3,7.9
55,No,38,40,21,4.0,3.7
70,No,64,61,36,6.0,6.8
69,Yes,71,64,37,7.1,7.8
41,Yes,21,23,10,2.4,2.6
47,Yes,43,32,17,4.1,4.8
73,No,62,68,32,6.2,6.4
93,Yes,80,69,38,7.5,8.3
67,No,59,61,26,5.9,5.7
79,No,78,72,40,7.7,7.8
61,Yes,85,61,34,7.6,7.4
79,No,60,66,32,6.1,6.4
62,Yes,87,60,34,7.2,7.3
99,No,68,69,30,7.0,6.6
92,No,100,72,43,8.5,9.1
80,Yes,99,69,40,8.5,8.4
63,Yes,90,71,37,7.7,8.3
84,No,67,64,28,6.4,6.2
50,Yes,39,21,11,2.8,3.8
68,Yes,100,64,45,8.2,9.2
83,Yes,73,67,32,6.5,7.6
93,Yes,81,67,35,7.5,8.3
54,Yes,39,24,19,2.9,4.3
92,Yes,52,73,34,6.2,6.9
46,Yes,37,20,13,2.6,3.1
98,No,80,70,33,7.6,7.8
76,Yes,66,70,32,6.6,7.3
83,Yes,55,62,26,6.0,6.1
92,Yes,89,68,41,8.3,8.7
88,Yes,71,65,37,7.0,8.0
100,Yes,82,73,40,8.0,8.5
61,Yes,83,65,40,7.3,8.3
58,Yes,27,38,20,3.7,4.6
71,Yes,59,64,33,5.9,7.1
70,No,81,63,36,7.7,7.3
69,No,66,62,36,6.6,6.3
48,Yes,26,31,11,2.8,3.1
63,No,60,65,34,6.4,6.3
48,Yes,35,35,22,3.2,4.0
88,No,72,70,35,7.4,7.2
70,No,87,62,33,7.8,7.7
70,No,86,67,35,7.8,7.9
55,No,37,43,17,3.7,4.0
90,Yes,76,74,37,7.4,8.5
95,Yes,62,69,33,6.3,7.3
94,Yes,89,70,35,7.8,7.9
99,No,60,68,28,6.1,6.0
83,No,91,70,35,7.7,8.1
96,Yes,97,71,44,8.5,9.1
92,Yes,100,73,41,8.8,9.2
96,No,93,69,41,7.6,8.1
60,Yes,61,61,34,5.9,6.9
99,Yes,71,68,31,6.6,7.8
79,Yes,54,66,31,5.6,6.1
92,Yes,58,67,35,6.6,7.1
65,Yes,52,64,30,5.7,5.9
76,Yes,82,67,39,7.1,8.0
71,Yes,77,61,38,6.9,7.1
72,No,96,65,42,8.1,8.4
65,Yes,73,62,32,7.0,6.9
92,No,82,69,34,7.5,7.6
60,No,70,61,30,7.0,6.6
73,No,91,69,36,8.3,8.4
67,No,96,64,36,7.7,7.4
84,No,72,65,32,7.3,6.7
70,No,54,64,33,6.3,5.8
70,Yes,58,68,29,6.2,6.5
53,Yes,43,23,17,3.3,4.0
86,Yes,66,68,33,6.5,7.7
65,Yes,89,61,41,7.0,8.2
67,Yes,87,69,42,7.5,8.1
70,Yes,85,64,40,7.1,8.3
99,Yes,91,74,40,8.5,8.4
76,No,88,66,38,7.4,7.7
84,No,82,68,42,7.2,8.0
70,Yes,50,65,26,6.2,6.8
80,Yes,76,66,35,7.3,7.2
63,No,80,66,37,7.3,7.7
61,No,98,65,43,7.7,8.2
79,No,83,67,36,7.9,8.0
76,Yes,79,65,39,6.9,8.1
49,No,22,38,16,2.7,2.9
52,No,22,29,15,3.0,2.4
100,Yes,71,70,33,6.9,7.3
76,Yes,57,68,27,6.5,6.4
55,Yes,37,39,19,3.7,4.2
99,Yes,66,67,31,7.1,7.9
93,No,82,72,36,7.5,7.5
79,Yes,93,68,41,8.0,9.0
89,No,91,66,43,7.6,8.2
65,No,65,62,26,6.3,6.5
43,Yes,38,44,21,3.9,4.9
71,No,70,67,38,6.4,6.9
66,Yes,66,62,27,6.5,6.9
77,Yes,69,66,37,6.6,6.9
65,No,78,67,34,6.8,7.2
88,Yes,52,68,27,5.6,6.7
78,Yes,69,66,32,6.7,7.5
81,No,78,68,41,7.6,7.9
66,No,72,62,29,6.6,6.5
66,No,83,64,36,7.4,7.8
83,No,59,68,27,6.0,6.3
99,Yes,58,71,31,6.9,7.1
64,No,65,63,28,6.0,6.3
71,No,55,62,26,6.0,6.1
55,Yes,38,35,19,3.8,3.9
63,Yes,54,62,28,6.1,6.7
95,Yes,70,71,32,7.2,7.4
81,Yes,86,69,37,7.8,8.5
42,Yes,25,35,12,3.4,3.2
72,No,50,64,25,5.3,5.5
57,No,31,38,13,3.6,3.2
47,No,38,21,11,2.5,3.0
40,No,34,34,17,3.9,4.0
89,Yes,65,68,36,7.1,7.3
87,Yes,75,71,39,7.8,7.7
92,No,55,66,27,5.9,5.6
70,No,82,65,35,7.4,7.5
85,Yes,87,68,41,7.5,8.6
78,No,85,72,36,7.4,8.0
91,Yes,66,75,32,7.1,7.8
44,Yes,28,38,19,3.1,4.2
86,No,97,67,41,7.9,8.0
95,No,65,70,37,7.2,7.4
76,Yes,63,64,27,6.3,6.5
63,Yes,85,65,33,7.1,7.4
81,Yes,85,68,40,7.6,8.1
74,No,76,67,40,6.7,7.5
87,Yes,96,66,43,7.8,8.2
98,No,57,69,30,6.0,6.1
79,No,74,64,39,6.6,7.0
79,Yes,52,68,30,5.8,6.7
86,No,53,68,29,6.0,6.6
64,Yes,53,65,33,6.3,7.1
43,Yes,23,27,10,2.7,2.8
97,Yes,79,65,33,7.0,8.1
87,No,50,67,34,5.7,6.1
61,Yes,82,63,37,6.8,7.3
68,No,74,62,36,6.3,7.2
87,Yes,61,73,34,7.0,7.4
91,Yes,51,72,31,6.2,7.1
43,No,38,21,19,3.1,3.6
72,No,80,67,39,7.2,7.8
97,Yes,83,66,41,7.9,8.2
82,Yes,82,68,41,7.3,7.6
88,Yes,58,70,31,6.3,6.8
51,Yes,26,40,12,3.0,3.7
65,No,71,56,30,6.0,5.7
99,Yes,88,71,41,7.9,8.8
65,No,58,64,30,6.3,6.3
70,No,74,65,38,7.1,7.6
93,Yes,76,70,34,7.6,7.5
85,Yes,89,70,39,7.6,8.7
94,Yes,81,71,41,7.5,8.7
53,Yes,36,29,18,2.9,3.4
40,No,27,36,14,2.8,2.9
56,Yes,28,29,12,2.4,3.7
61,No,64,62,26,6.1,6.1
94,Yes,56,67,27,6.0,6.4
69,Yes,65,58,33,6.2,7.0
48,Yes,25,26,15,2.8,2.9
66,No,56,60,24,6.0,5.9
83,Yes,85,72,37,8.2,8.3
96,No,81,66,31,7.4,6.9
79,Yes,66,66,37,6.8,6.9
90,Yes,100,69,39,8.4,9.2
92,Yes,83,70,39,7.2,7.8
89,Yes,85,70,34,8.0,8.1
97,No,78,70,35,7.5,7.4
78,Yes,78,67,40,7.1,7.5
67,Yes,51,67,33,6.2,6.8
62,No,89,59,35,7.5,7.5
70,Yes,96,67,36,8.2,8.5
66,Yes,56,65,25,5.8,6.1
53,No,35,44,15,3.8,4.3
67,Yes,77,71,39,7.7,8.2
62,No,64,61,35,6.4,6.5
61,Yes,96,63,43,7.9,8.6
93,Yes,51,67,28,5.6,6.2
84,No,64,69,36,6.7,7.0
74,No,94,70,45,8.5,8.5
43,Yes,33,32,18,3.3,4.1
63,Yes,80,66,41,7.5,7.8
99,Yes,87,70,37,7.6,7.8
85,Yes,57,67,29,6.0,7.1
67,No,61,61,31,6.3,6.2
87,Yes,100,74,39,8.9,8.8
91,Yes,62,70,29,6.4,7.3
77,Yes,77,66,32,7.2,7.5
47,Yes,35,37,20,4.1,3.9
58,Yes,38,39,23,3.9,4.9
71,Yes,98,65,43,8.5,8.3
64,No,57,62,32,5.5,6.3
68,Yes,80,64,35,6.7,7.9
70,Yes,91,63,41,7.4,8.6
97,No,91,69,44,7.7,7.9
63,No,72,63,33,7.0,6.4
77,Yes,61,67,29,6.2,6.5
81,No,69,65,30,7.1,6.8
96,No,88,71,40,7.5,8.3
51,Yes,32,31,12,3.5,4.1
90,No,78,69,38,7.3,7.8
99,Yes,60,71,28,7.0,6.7
91,Yes,52,68,25,5.5,6.0
99,Yes,97,70,37,7.9,8.7
88,Yes,74,71,37,7.0,7.6
56,Yes,27,31,10,2.8,3.6
76,No,83,69,39,8.0,7.7
86,Yes,95,71,41,8.1,8.5
74,No,63,63,27,6.2,6.2
71,No,72,66,32,6.6,6.3
83,No,96,67,40,8.6,8.2
97,Yes,79,71,40,7.9,8.6
61,No,54,59,30,5.3,5.5
91,Yes,60,67,32,6.5,7.2
89,No,62,66,29,6.0,6.7
41,Yes,24,20,14,2.1,2.9
97,No,61,70,36,6.8,7.1
90,Yes,93,68,43,8.3,8.6
81,No,54,63,29,5.7,6.2
68,No,59,69,32,6.0,6.0
82,No,94,67,39,8.1,7.9
91,Yes,95,75,39,8.9,9.4
96,Yes,59,67,34,6.6,6.9
92,Yes,61,74,29,7.1,7.8
68,Yes,77,66,31,7.5,7.6
84,Yes,53,65,25,5.6,5.9
73,Yes,97,60,35,7.5,7.8
60,No,68,63,29,6.1,5.8
68,Yes,74,69,36,7.3,8.1
65,No,55,64,34,5.8,6.4
94,Yes,52,68,25,6.4,6.7
70,No,73,63,35,6.7,6.5
71,Yes,56,65,31,6.1,6.7
98,No,82,74,37,7.6,7.5
55,Yes,22,32,18,2.5,2.9
60,Yes,52,61,23,5.2,6.0
71,Yes,81,66,33,7.4,7.4
65,Yes,91,67,37,7.5,7.6
42,Yes,26,37,16,2.9,3.2
63,No,98,69,43,8.2,8.7
84,Yes,56,65,29,6.0,7.1
68,No,66,65,35,6.2,6.4
74,No,62,66,33,6.5,6.5
49,No,21,28,8,2.5,2.3
77,Yes,65,64,29,6.4,6.8
52,Yes,39,29,15,3.5,3.9
80,Yes,92,67,43,8.0,8.1
76,Yes,96,68,41,8.5,8.6
90,Yes,97,71,40,8.4,8.4
63,Yes,78,64,40,6.9,7.8
64,Yes,83,67,33,7.6,7.9
86,No,67,68,38,7.0,6.7
79,Yes,80,67,34,7.5,7.4
92,Yes,65,70,33,6.4,7.1
97,Yes,87,64,37,7.6,8.2
76,Yes,65,63,27,6.5,7.0
84,No,94,71,45,7.8,8.3
80,No,57,64,27,6.5,6.6
99,No,79,70,36,7.3,7.7
93,No,76,70,36,7.3,7.5
48,Yes,34,39,16,3.7,3.8
70,Yes,51,62,26,5.5,6.5
91,No,57,69,31,6.2,6.1
71,No,98,69,44,8.0,8.7
68,No,97,62,35,7.8,7.3
53,No,35,24,18,3.2,3.6
61,Yes,69,66,36,6.5,6.8
47,No,40,37,20,3.7,4.2
66,Yes,74,65,36,7.2,7.2
93,Yes,65,66,37,6.1,7.6
71,Yes,96,69,36,8.7,8.8
74,Yes,95,66,38,8.1,8.2
52,Yes,28,30,14,2.6,3.3
83,Yes,83,66,41,7.5,8.3
74,Yes,54,63,26,5.7,6.7
86,Yes,80,72,41,7.2,7.7
61,Yes,93,62,35,7.8,8.3
63,No,82,64,37,7.1,7.6
53,No,37,34,16,3.6,3.3
77,Yes,98,70,38,8.2,8.9
93,No,87,67,33,8.0,7.7
96,Yes,62,66,30,6.4,7.0
70,Yes,69,66,37,6.9,7.2
83,Yes,88,68,38,8.2,8.3
91,Yes,51,67,30,6.2,6.2
72,No,53,65,34,5.7,6.3
76,Yes,93,70,43,8.6,8.5
81,Yes,52,69,25,6.1,6.4
65,Yes,84,68,40,7.4,7.9
61,No,66,61,27,6.7,6.8
48,Yes,34,35,18,3.1,4.2
85,No,92,71,44,8.0,7.8
63,No,98,66,38,8.2,8.4
49,No,44,31,13,4.0,4.0
74,No,71,61,28,6.7,6.2
63,Yes,79,67,38,7.2,8.2
68,Yes,96,66,36,8.5,8.7
96,No,63,71,34,7.0,7.1
61,Yes,54,62,30,6.3,6.7
86,Yes,60,67,32,6.5,7.0
75,Yes,75,64,38,7.4,8.1
87,No,84,68,33,8.0,7.8
84,Yes,85,67,35,7.7,8.4
69,Yes,54,63,30,6.3,6.2
94,No,88,70,38,8.1,7.6
80,Yes,83,67,34,7.5,7.5
56,Yes,25,38,18,3.1,4.2
47,Yes,34,35,18,3.8,3.8
99,Yes,88,75,42,8.4,8.4
91,Yes,63,72,29,6.9,7.0
99,Yes,97,73,46,8.9,9.3
81,No,57,64,33,5.7,5.7
79,No,95,73,39,8.8,8.5
90,Yes,87,66,38,7.5,8.4
59,No,24,24,12,2.0,2.8
99,Yes,54,70,32,6.6,6.7
73,Yes,96,70,46,7.9,9.2
92,No,65,71,29,6.4,6.9
68,Yes,87,64,33,8.0,7.8
82,No,94,71,37,7.9,8.3
67,Yes,62,63,32,6.4,7.3
74,Yes,96,68,37,7.8,8.7
51,No,31,23,12,2.9,3.2
52,Yes,42,41,20,4.6,4.9
85,Yes,96,66,36,7.9,8.1
84,Yes,76,72,41,7.5,8.3
42,Yes,22,28,8,2.6,2.7
73,No,82,60,32,7.3,7.0
83,No,78,67,35,7.4,7.0
67,No,53,65,31,6.4,5.8
92,Yes,59,64,33,5.8,6.9
99,Yes,51,72,28,5.9,6.5
69,No,55,62,25,5.8,6.0
67,Yes,86,67,36,7.4,8.2
78,Yes,50,67,31,6.1,6.7
54,No,27,30,11,3.1,2.8
44,Yes,23,44,16,2.9,4.2
61,No,97,62,39,8.4,8.2
82,Yes,66,69,34,7.1,7.4
98,No,89,72,37,7.7,7.6
76,Yes,70,63,29,6.5,6.7
77,No,55,64,27,5.6,6.0
99,Yes,55,67,33,5.6,7.2
88,No,72,70,35,7.3,6.8
89,Yes,53,64,34,6.1,7.1
83,No,79,69,34,7.3,7.2
99,No,75,72,35,7.3,7.0
88,Yes,85,69,34,8.0,7.7
96,Yes,59,75,36,7.1,7.3
88,No,80,67,41,7.7,8.0
49,Yes,22,22,15,1.7,3.1
72,No,86,66,35,7.4,7.2
72,Yes,65,64,32,6.4,6.7
91,No,81,68,40,7.5,7.2
72,Yes,94,66,40,7.8,7.9
83,No,74,69,38,7.0,7.0
70,Yes,60,65,35,6.5,7.3
93,Yes,94,70,45,7.8,9.2
47,Yes,23,34,10,2.7,3.6
93,No,87,69,35,7.8,8.0
84,Yes,66,70,35,6.7,7.0
67,Yes,65,63,29,6.1,7.2
43,No,44,24,14,2.9,2.9
71,Yes,58,64,33,5.9,6.6
55,No,33,27,13,2.8,3.0
74,No,69,64,38,7.1,6.8
63,Yes,51,62,26,5.6,5.9
99,Yes,65,71,37,6.5,7.3
61,No,89,64,38,7.4,7.4
56,Yes,29,38,12,3.5,3.7
75,No,78,64,31,7.6,7.5
42,Yes,42,24,17,3.6,3.6
74,Yes,76,68,38,7.2,7.5
87,Yes,92,68,44,8.4,9.1
89,No,66,68,38,6.8,7.2
59,No,42,36,18,3.6,4.1
65,Yes,77,67,36,7.4,8.1
86,No,94,66,39,8.3,8.2
71,Yes,79,65,40,7.6,8.1
61,No,60,63,32,6.1,6.3
45,No,30,44,19,3.5,3.6
77,No,55,67,26,5.8,6.3
51,Yes,28,39,21,3.0,4.0
88,Yes,91,66,40,7.8,8.0
72,No,88,66,38,7.4,7.1
73,Yes,75,64,32,6.5,6.8
62,Yes,84,67,42,7.3,8.4
87,No,56,67,27,5.7,5.7
83,No,81,61,31,7.2,7.3
74,Yes,91,66,40,7.6,8.1
58,Yes,37,31,12,3.6,3.8
81,Yes,65,67,31,6.8,7.3
79,No,56,64,31,6.5,6.0
80,No,63,64,32,6.5,6.7
85,No,89,67,42,7.5,7.5
86,No,67,68,28,6.6,6.3
72,No,84,64,34,7.0,7.0
66,Yes,89,63,39,7.5,7.6
66,Yes,91,68,41,7.5,8.6
86,No,94,64,40,8.2,7.9
41,Yes,26,36,19,3.1,3.5
76,No,64,64,32,6.4,6.3
67,No,58,59,26,5.8,5.5
90,Yes,75,71,38,7.7,7.9
93,Yes,55,67,25,5.8,6.5
95,Yes,96,73,38,8.0,9.2
84,No,72,66,31,7.0,6.9
94,No,94,73,37,8.8,8.1
51,Yes,23,32,14,3.1,3.9
64,No,93,69,42,8.1,8.0
59,No,23,25,14,2.5,2.2
89,Yes,53,68,25,6.2,6.5
63,Yes,86,65,41,7.8,8.0
80,Yes,61,67,28,6.2,7.3
79,Yes,99,64,41,8.5,8.7
72,Yes,89,67,41,8.0,8.0
95,Yes,50,66,30,6.2,7.0
67,No,96,68,39,8.4,7.9
40,Yes,26,24,16,2.6,3.1
91,Yes,71,64,30,6.6,7.2
61,Yes,81,63,34,7.4,8.1
87,No,96,72,43,8.1,8.6
93,No,96,75,40,8.7,8.1
97,No,78,71,34,7.7,7.6
95,No,66,71,35,6.9,7.1
73,Yes,64,66,34,6.5,6.8
83,Yes,68,71,35,7.1,7.6
63,No,59,61,34,6.2,6.7
46,Yes,27,24,15,2.3,2.8
64,No,76,58,36,6.9,6.9
73,Yes,89,62,41,7.4,8.0
95,No,55,69,26,5.8,6.0
74,Yes,70,65,29,6.5,7.5
82,Yes,62,69,37,6.8,6.9
77,Yes,77,68,38,7.5,8.2
78,No,73,70,37,7.4,7.7
99,Yes,72,72,38,7.1,7.8
72,Yes,66,66,29,6.2,7.1
85,Yes,86,68,41,8.0,8.6
47,Yes,43,30,22,4.1,4.0
62,Yes,60,61,27,6.0,6.6
